reporter_id,provider_id,current_time,avg_rating_300,avg_rating_1000,avg_rating_3000,interaction_count_300,interaction_count_1000,interaction_count_3000,distance,same_type
0,7,1,,,,,,,0,0
0,4,92,,,,,,,0,1
0,6,92,,,,,,,0,0
0,7,92,0.1,0.1,0.1,1.0,1.0,1.0,1094,0
0,4,183,0.1,0.1,0.1,1.0,1.0,1.0,0,1
0,6,183,0.1,0.1,0.1,1.0,1.0,1.0,804,0
0,3,364,,,,,,,385,0
0,4,364,0.1,0.1,0.1,2.0,2.0,2.0,0,1
0,6,364,0.2892996108949416,0.2892996108949416,0.2892996108949416,2.0,2.0,2.0,795,0
0,1,455,,,,,,,0,0
0,2,636,,,,,,,0,0
0,3,636,0.7503242542153048,0.7503242542153048,0.7503242542153048,1.0,1.0,1.0,397,0
0,2,817,0.1,0.1,0.1,1.0,1.0,1.0,262,0
0,5,817,,,,,,,642,0
0,4,908,,0.10000000000000002,0.10000000000000002,,3.0,3.0,0,1
4,7,991,,,,,,,0,0
0,1,999,,0.1,0.1,,1.0,1.0,0,0
0,1,1270,0.1,0.1,0.1,1.0,2.0,2.0,131,0
0,4,1270,,0.1,0.1,,2.0,4.0,0,1
0,6,1270,,0.4844357976653697,0.3543450064850843,,1.0,3.0,789,0
0,1,1361,0.9150453955901426,0.37168179853004757,0.37168179853004757,1.0,3.0,3.0,0,0
0,4,1361,0.1,0.10000000000000002,0.1,1.0,3.0,5.0,541,1
0,6,1361,0.4883268482490273,0.4863813229571985,0.38784046692607005,1.0,2.0,4.0,0,0
6,1,1441,,,,,,,0,0
6,2,1441,,,,,,,534,1
6,4,1441,,,,,,,0,0
6,7,1441,,,,,,,0,0
0,4,1452,0.37457846952010376,0.28305231301340256,0.19152615650670124,2.0,3.0,6.0,530,1
0,5,1452,,0.5836575875486381,0.5836575875486381,,1.0,1.0,0,0
0,6,1452,0.29416342412451363,0.29416342412451363,0.33027237354085603,2.0,2.0,5.0,800,0
0,7,1452,,,0.1952658884565499,,,2.0,1074,0
0,1,1543,0.5075226977950713,0.37168179853004757,0.3037613488975357,2.0,3.0,4.0,0,0
0,4,1543,0.4684824902723735,0.37636186770428015,0.25792106725958863,3.0,4.0,7.0,0,1
0,6,1543,0.356506701253783,0.356506701253783,0.35542585386943365,3.0,3.0,6.0,813,0
0,4,1814,0.1,0.32108949416342414,0.23818093385214006,1.0,5.0,8.0,544,1
0,6,1814,0.4727626459143969,0.3855706874189364,0.3721882527329998,1.0,4.0,7.0,0,0
0,7,1814,,0.3035019455252918,0.23134457414613055,,1.0,3.0,0,0
0,1,1995,,0.3037613488975357,0.26300907911802857,,4.0,5.0,136,0
0,2,1995,,,0.46504539559014263,,,2.0,286,0
0,3,1995,,,0.7464332036316472,,,2.0,406,0
0,4,1995,0.6472114137483787,0.43053177691309985,0.2836287649517221,1.0,5.0,9.0,545,1
0,1,2266,0.9118028534370948,0.5067120622568093,0.3711413748378729,1.0,4.0,6.0,137,0
0,2,2266,0.814526588845655,0.814526588845655,0.5815391266753135,1.0,1.0,3.0,0,0
0,4,2266,0.646562905317769,0.4665369649805447,0.3199221789883268,1.0,6.0,10.0,546,1
0,5,2357,,-1.0,-0.20817120622568097,,1.0,2.0,0,0
0,6,2357,,0.2884889753566796,0.33816472114137486,,4.0,8.0,800,0
0,7,2357,,0.20175097276264592,0.1985084306095979,,2.0,4.0,1064,0
0,1,2448,0.9111543450064852,0.6409857328145266,0.4482860848619604,1.0,3.0,7.0,0,0
0,3,2448,,0.7367055771725033,0.7431906614785992,,1.0,3.0,0,0
0,4,2448,0.6459143968871595,0.539195849546044,0.34955783516094796,1.0,5.0,11.0,0,1
0,6,2448,0.4811932555123216,0.38378728923476,0.3540567805159245,1.0,4.0,9.0,818,0
0,1,2719,-1.0,0.27431906614786,0.26725032425421535,1.0,3.0,8.0,140,0
0,2,2719,,0.4572632944228275,0.4611543450064851,,2.0,4.0,290,0
0,4,2719,-1.0,0.2349221789883268,0.23709468223086896,1.0,4.0,12.0,549,1
0,7,2719,,0.2049935149156939,0.2208041504539559,,2.0,5.0,940,0
0,6,2810,,0.3502377864245568,0.365603112840467,,3.0,10.0,800,0
0,5,2901,,0.1,-0.10544747081712065,,1.0,3.0,0,0
0,6,2901,0.4811932555123216,0.477302204928664,0.3761113076288174,1.0,3.0,11.0,0,0
0,7,2901,0.3904020752269779,0.35019455252918286,0.24907047124945958,1.0,2.0,6.0,0,0
0,1,3082,,0.27345438824038054,0.33857904597204214,,3.0,9.0,0,0
0,4,3082,,0.09662775616083004,0.26839269679736605,,3.0,13.0,0,1
0,6,3082,0.2905966277561608,0.382976653696498,0.3531020319930826,2.0,4.0,12.0,0,0
0,3,3173,,-1.0,0.30739299610894943,,1.0,4.0,414,0
0,6,3173,0.1,0.32638132295719846,0.3531020319930825,2.0,5.0,12.0,0,0
0,3,3264,0.7315175097276265,-0.13424124513618674,0.3922178988326849,1.0,2.0,5.0,520,0
0,6,3264,0.1,0.28865110246433207,0.32155209684392566,2.0,6.0,12.0,0,0
0,3,3355,0.6971465629053177,0.13143104193687852,0.43731085170773887,2.0,3.0,6.0,0,0
0,4,3355,0.1,-0.08534370946822312,0.2824254215304799,1.0,3.0,12.0,0,1
0,4,3536,0.1,0.2813229571984435,0.2824254215304799,1.0,3.0,12.0,0,1
0,5,3536,,0.1,-0.05408560311284049,,1.0,4.0,0,0
0,6,3536,0.1,0.1762386511024643,0.2895157803718115,1.0,5.0,12.0,774,0
2,0,3601,,,,,,,246,0
2,6,3601,,,,,,,531,1
2,7,3601,,,,,,,0,0
0,3,3627,0.1,0.4980977086035452,0.32892347600518806,1.0,3.0,6.0,0,0
0,4,3627,0.1,0.23599221789883265,0.26839269679736605,2.0,4.0,13.0,557,1
4,0,3962,,,,,,,0,1
4,7,3962,,,-1.0,,,1.0,0,0
0,2,4078,,,0.5754863813229573,,,3.0,298,0
0,3,4078,,0.3985732814526589,0.22183311716385648,,4.0,6.0,0,0
0,4,4078,,0.2346952010376135,0.3098373740397087,,4.0,13.0,557,1
0,5,4078,,0.1,-0.17500000000000002,,1.0,4.0,679,0
0,3,4169,0.1,0.33885862516212717,0.20442838614044842,1.0,5.0,7.0,510,0
1,3,4411,,,,,,,0,0
1,4,4411,,,,,,,0,0
1,6,4411,,,,,,,0,0
0,1,4440,,,0.3220276696930394,,,6.0,150,0
0,6,4440,,0.4980544747081712,0.3076288173564438,,1.0,11.0,770,0
0,1,4531,0.9027237354085604,0.9027237354085604,0.4049842505095424,1.0,1.0,7.0,0,0
0,4,4531,,0.4591872027669693,0.29647447234995866,,3.0,11.0,0,1
0,7,4531,,,0.22509727626459142,,,4.0,952,0
0,3,4622,,0.2897535667963684,0.2625324254215305,,3.0,8.0,0,0
0,4,4622,0.1,0.4591872027669693,0.2964744723499587,1.0,3.0,11.0,530,1
0,5,4622,,0.559662775616083,0.21491569390402077,,1.0,4.0,764,0
0,4,4893,0.6562905317769131,0.46502377864245564,0.29729984671618914,1.0,3.0,11.0,0,1
0,1,5074,,0.5013618677042803,0.3205144833549503,,2.0,6.0,0,0
0,4,5074,0.1,0.37376783398184177,0.24761230986911917,1.0,4.0,11.0,530,1
0,4,5165,0.37814526588845654,0.37814526588845654,0.2816688283614353,2.0,4.0,12.0,0,1
0,5,5165,,0.5045395590142672,0.27284046692607006,,1.0,5.0,686,0
0,6,5165,,0.5006485084306096,0.31451217754719696,,1.0,9.0,835,0
5,2,5401,,,,,,,0,0
0,1,5436,,0.3675745784695202,0.18532209252053614,,3.0,6.0,0,0
0,4,5436,-1.0,0.10251621271076523,0.14450929528750536,1.0,5.0,12.0,565,1
0,2,5527,,,0.8093385214007782,,,2.0,270,0
0,4,5527,0.6335927367055771,0.19102896670990055,0.2806420233463035,1.0,6.0,12.0,530,1
0,5,5527,,0.5298313878080415,0.3638651102464332,,2.0,5.0,0,0
0,4,5618,0.6449416342412451,0.283744055339386,0.3095380624563504,2.0,6.0,13.0,567,1
0,1,5889,,0.1,0.26054474708171216,,2.0,5.0,0,0
0,4,5889,0.632295719844358,0.2797449200172935,0.3086401277062756,1.0,6.0,13.0,568,1
0,6,5889,,0.4584954604409857,0.2653140633685381,,1.0,7.0,0,0
2,0,5942,,,0.8404669260700389,,,1.0,0,0
2,5,5942,,,,,,,0,0
2,6,5942,,,0.6556420233463035,,,1.0,0,1
0,1,6070,0.1,0.10000000000000002,0.23378728923476014,1.0,3.0,6.0,160,0
0,2,6070,,0.8249027237354085,0.8158236057068742,,1.0,2.0,309,0
0,7,6070,,,0.3826199740596627,,,1.0,0,0
3,0,6211,,,,,,,428,0
3,1,6211,,,,,,,0,0
3,2,6211,,,,,,,0,0
0,6,6251,,0.1,0.3314396887159533,,1.0,5.0,759,0
5,0,6302,,,,,,,612,0
5,7,6302,,,,,,,273,0
0,4,6342,,0.6384565499351491,0.34953606704579465,,4.0,13.0,0,1
0,5,6342,,0.1,0.3638651102464332,,1.0,5.0,691,0
0,6,6342,0.5077821011673151,0.30389105058365756,0.4129961089494163,1.0,2.0,5.0,842,0
0,7,6342,0.1,0.1,0.24130998702983136,1.0,1.0,2.0,963,0
4,0,6393,,,-1.0,,,1.0,0,1
4,2,6393,,,,,,,0,0
4,3,6393,,,,,,,560,0
4,5,6393,,,,,,,0,0
0,1,6433,,0.3654128837008215,0.36649373108517086,,3.0,6.0,300,0
0,4,6433,0.1,0.5307652399481193,0.34953606704579465,1.0,5.0,13.0,530,1
0,6,6433,0.4808690012970169,0.3539126675313446,0.4198227410289667,2.0,3.0,6.0,800,0
0,7,6433,0.3754863813229572,0.2377431906614786,0.28603545179420664,1.0,2.0,3.0,0,0
0,2,6524,,0.8122568093385214,0.8104193687851277,,2.0,3.0,313,0
0,3,6524,,,0.24231517509727626,,,4.0,434,0
0,4,6524,0.37814526588845654,0.5353047989623865,0.3714471002408746,2.0,5.0,14.0,0,1
0,5,6524,0.5518806744487679,0.3259403372243839,0.39520103761348896,1.0,2.0,6.0,693,0
0,4,6795,0.1,0.3719844357976654,0.3508829691709069,1.0,4.0,13.0,0,1
0,5,6795,0.5505836575875487,0.5512321660181583,0.47029831387808035,1.0,2.0,6.0,694,0
0,7,6795,,0.19182879377431905,0.23952658884565498,,3.0,4.0,0,0
0,1,6886,,0.6005620406398616,0.4292014081897352,,3.0,7.0,0,0
0,2,6886,,0.7983138780804151,0.8070687418936446,,2.0,4.0,0,0
0,4,6886,0.1,0.3175875486381323,0.3329627570872707,1.0,5.0,14.0,0,1
0,7,6886,0.1,0.16887159533073928,0.211621271076524,1.0,4.0,5.0,1006,0
0,3,6977,,0.7185473411154345,0.3969520103761349,,1.0,4.0,0,0
0,4,6977,0.1,0.2112581063553826,0.31743190661478593,2.0,5.0,15.0,575,1
0,5,6977,0.5499351491569391,0.5507998270644185,0.48167500463220303,1.0,3.0,7.0,696,0
0,1,7248,,0.4527237354085603,0.38805123216601817,,2.0,8.0,0,0
0,2,7248,,0.44850843060959794,0.6303826199740598,,2.0,4.0,0,0
0,3,7248,0.1,0.40927367055771724,0.30618244703847813,1.0,2.0,3.0,438,0
0,4,7248,0.6271076523994812,0.28056636402939905,0.3166536964980544,1.0,6.0,15.0,576,1
0,2,7339,0.1,0.33233895373973193,0.5243060959792478,1.0,3.0,5.0,0,0
0,4,7430,0.6264591439688716,0.36830955469087767,0.3360165369649805,1.0,6.0,16.0,0,1
0,5,7430,,0.5497189796800692,0.48010005558643687,,3.0,7.0,0,0
0,6,7430,,0.4811932555123216,0.41701253782965847,,1.0,6.0,0,0
0,7,7430,,0.18253350626891485,0.23428447903156072,,3.0,6.0,971,0
7,5,7651,,,,,,,270,0
0,1,7701,,0.1,0.31452658884565504,,2.0,7.0,171,0
0,4,7701,0.1,0.31071335927367055,0.31466493731085166,1.0,5.0,15.0,579,1
0,6,7701,0.1,0.1,0.3502377864245569,1.0,1.0,6.0,851,0
0,7,7701,0.3702983138780804,0.27263294422827494,0.232230869001297,1.0,3.0,6.0,0,0
0,1,7792,0.8891050583657587,0.3630350194552529,0.3863488975356679,1.0,3.0,8.0,0,0
0,2,7792,,0.10000000000000002,0.4535884133160399,,3.0,6.0,270,0
0,4,7792,0.6245136186770428,0.363013402507566,0.33403047989623863,1.0,6.0,16.0,530,1
0,7,7792,0.1,0.22947470817120622,0.21334074485825458,1.0,4.0,7.0,0,0
3,4,8012,,,,,,,380,0
3,5,8012,,,,,,,259,0
3,7,8012,,,,,,,528,1
0,4,8063,0.6562905317769131,0.5018158236057069,0.36879863813229574,1.0,4.0,16.0,479,1
6,2,8102,,,,,,,531,1
6,3,8102,,,,,,,651,0
6,4,8102,,,,,,,270,0
6,5,8102,,,,,,,0,0
0,4,8154,0.6893644617380026,0.5393255512321661,0.3708657587548638,1.0,5.0,16.0,0,1
